English,URL,Russian,Spanish,Deutsch,Czech
transform,https://www.oxfordlearnersdictionaries.com/definition/english/transform,трансформировать,transformar,verwandeln,přeměnit
transition,https://www.oxfordlearnersdictionaries.com/definition/english/transition_1,переход,transición,Überleitung,přechod
transmit,https://www.oxfordlearnersdictionaries.com/definition/english/transmit,передавать,transmitir,übertragen,vysílat
transportation,https://www.oxfordlearnersdictionaries.com/definition/english/transportation,транспорт,transporte,Transport,přeprava
trap,https://www.oxfordlearnersdictionaries.com/definition/english/trap_1,ловушка,trampa,fangen,past
trap,https://www.oxfordlearnersdictionaries.com/definition/english/trap_2,ловушка,trampa,fangen,past
treasure,https://www.oxfordlearnersdictionaries.com/definition/english/treasure_1,сокровище,Tesoro,Schatz,poklad
trial,https://www.oxfordlearnersdictionaries.com/definition/english/trial_1,пробный,juicio,Gerichtsverhandlung,soud
tribe,https://www.oxfordlearnersdictionaries.com/definition/english/tribe,племя,tribu,Stamm,kmen
trigger,https://www.oxfordlearnersdictionaries.com/definition/english/trigger_1,курок,desencadenar,Abzug,spoušť
trillion,https://www.oxfordlearnersdictionaries.com/definition/english/trillion,триллион,billones,Billion,bilion
trip,https://www.oxfordlearnersdictionaries.com/definition/english/trip_2,путешествие,viaje,Reise,výlet
troop,https://www.oxfordlearnersdictionaries.com/definition/english/troop_2,отряд,tropa,Trupp,oddíl
tropical,https://www.oxfordlearnersdictionaries.com/definition/english/tropical,тропический,tropical,tropisch,tropický
trouble,https://www.oxfordlearnersdictionaries.com/definition/english/trouble_2,беда,problema,Problem,problémy
truly,https://www.oxfordlearnersdictionaries.com/definition/english/truly,действительно,verdaderamente,wirklich,skutečně
trust,https://www.oxfordlearnersdictionaries.com/definition/english/trust_1,доверять,confianza,Vertrauen,důvěra
trust,https://www.oxfordlearnersdictionaries.com/definition/english/trust_2,доверять,confianza,Vertrauen,důvěra
try,https://www.oxfordlearnersdictionaries.com/definition/english/try_2,пытаться,tratar,Versuchen,Snaž se
tsunami,https://www.oxfordlearnersdictionaries.com/definition/english/tsunami,цунами,tsunami,Tsunami,tsunami
tune,https://www.oxfordlearnersdictionaries.com/definition/english/tune_1,мелодия,melodía,Melodie,naladit
tunnel,https://www.oxfordlearnersdictionaries.com/definition/english/tunnel_1,туннель,túnel,Tunnel,tunel
ultimate,https://www.oxfordlearnersdictionaries.com/definition/english/ultimate_1,окончательный,último,ultimative,Ultimátni
ultimately,https://www.oxfordlearnersdictionaries.com/definition/english/ultimately,в конечном счете,por último,letzten Endes,nakonec
unacceptable,https://www.oxfordlearnersdictionaries.com/definition/english/unacceptable,неприемлемо,inaceptable,inakzeptabel,nepřijatelný
uncertainty,https://www.oxfordlearnersdictionaries.com/definition/english/uncertainty,неопределенность,incertidumbre,Unsicherheit,nejistota
unconscious,https://www.oxfordlearnersdictionaries.com/definition/english/unconscious_1,без сознания,inconsciente,bewusstlos,nevědomý
undergo,https://www.oxfordlearnersdictionaries.com/definition/english/undergo,пройти,someterse,unterziehen,podstoupit
undertake,https://www.oxfordlearnersdictionaries.com/definition/english/undertake,предпринимать,emprender,übernehmen,podniknout
unexpected,https://www.oxfordlearnersdictionaries.com/definition/english/unexpected,непредвиденный,inesperado,unerwartet,neočekávané
unfold,https://www.oxfordlearnersdictionaries.com/definition/english/unfold,разворачиваться,desplegar,entfalten,rozvinout
unfortunate,https://www.oxfordlearnersdictionaries.com/definition/english/unfortunate_1,несчастный,desgraciado,unglücklich,nešťastný
unique,https://www.oxfordlearnersdictionaries.com/definition/english/unique,уникальный,único,einzigartig,unikátní
unite,https://www.oxfordlearnersdictionaries.com/definition/english/unite_1,объединяться,unir,Vereinen,sjednotit
unity,https://www.oxfordlearnersdictionaries.com/definition/english/unity,единство,unidad,Einheit,jednota
universal,https://www.oxfordlearnersdictionaries.com/definition/english/universal,универсальный,universal,Universal-,univerzální
universe,https://www.oxfordlearnersdictionaries.com/definition/english/universe,вселенная,universo,Universum,vesmír
unknown,https://www.oxfordlearnersdictionaries.com/definition/english/unknown_1,неизвестный,desconocido,Unbekannt,neznámý
upper,https://www.oxfordlearnersdictionaries.com/definition/english/upper_1,верхний,superior,"Oberer, höher",horní
upwards,https://www.oxfordlearnersdictionaries.com/definition/english/upwards,снизу вверх,hacia arriba,nach oben,nahoru
urban,https://www.oxfordlearnersdictionaries.com/definition/english/urban,городской,urbano,Urban,městský
urge,https://www.oxfordlearnersdictionaries.com/definition/english/urge_1,побуждать,impulso,Drang,nutkání
urgent,https://www.oxfordlearnersdictionaries.com/definition/english/urgent,срочный,urgente,dringend,naléhavé
usage,https://www.oxfordlearnersdictionaries.com/definition/english/usage,использование,uso,Verwendung,používání
useless,https://www.oxfordlearnersdictionaries.com/definition/english/useless,бесполезный,inútil,nicht zu gebrauchen,Zbytečný
valid,https://www.oxfordlearnersdictionaries.com/definition/english/valid,действительный,válido,gültig,platný
value,https://www.oxfordlearnersdictionaries.com/definition/english/value_2,ценность,valor,Wert,hodnota
variation,https://www.oxfordlearnersdictionaries.com/definition/english/variation,вариация,variación,Variation,variace
vary,https://www.oxfordlearnersdictionaries.com/definition/english/vary,отличаться,variar,variieren,lišit se
vast,https://www.oxfordlearnersdictionaries.com/definition/english/vast,огромный,vasto,groß,rozlehlý
venue,https://www.oxfordlearnersdictionaries.com/definition/english/venue,место проведения,sede,Veranstaltungsort,místo
vertical,https://www.oxfordlearnersdictionaries.com/definition/english/vertical_1,вертикальный,vertical,vertikal,vertikální
very,https://www.oxfordlearnersdictionaries.com/definition/english/very_2,очень,muy,sehr,velmi
via,https://www.oxfordlearnersdictionaries.com/definition/english/via,с помощью,vía,über,přes
victory,https://www.oxfordlearnersdictionaries.com/definition/english/victory,победа,victoria,Sieg,vítězství
viewpoint,https://www.oxfordlearnersdictionaries.com/definition/english/viewpoint,точка зрения,punto de vista,Standpunkt,hledisko
violence,https://www.oxfordlearnersdictionaries.com/definition/english/violence,насилие,violencia,Gewalt,násilí
virtual,https://www.oxfordlearnersdictionaries.com/definition/english/virtual,виртуальный,virtual,virtuell,virtuální
visa,https://www.oxfordlearnersdictionaries.com/definition/english/visa,виза,visa,Visa,vízum
visible,https://www.oxfordlearnersdictionaries.com/definition/english/visible,видимый,visible,sichtbar,viditelné
vision,https://www.oxfordlearnersdictionaries.com/definition/english/vision,зрение,visión,Vision,vidění
visual,https://www.oxfordlearnersdictionaries.com/definition/english/visual_1,визуальный,visual,visuell,vizuální
vital,https://www.oxfordlearnersdictionaries.com/definition/english/vital,жизненно необходимый,vital,lebenswichtig,vitální
vitamin,https://www.oxfordlearnersdictionaries.com/definition/english/vitamin,витамин,vitamina,Vitamin,vitamín
volume,https://www.oxfordlearnersdictionaries.com/definition/english/volume,объем,volumen,Volumen,objem
voluntary,https://www.oxfordlearnersdictionaries.com/definition/english/voluntary_1,добровольный,voluntario,freiwillig,dobrovolný
voting,https://www.oxfordlearnersdictionaries.com/definition/english/voting,голосование,votación,Wählen,hlasování
wage,https://www.oxfordlearnersdictionaries.com/definition/english/wage_1,заработная плата,sueldo,Lohn,mzda
wander,https://www.oxfordlearnersdictionaries.com/definition/english/wander_1,бродить,vagar,wandern,bloudit
warming,https://www.oxfordlearnersdictionaries.com/definition/english/warming_1,потепление,calentamiento,Erwärmen,oteplování
way,https://www.oxfordlearnersdictionaries.com/definition/english/way_2,способ,camino,Weg,cesta
weakness,https://www.oxfordlearnersdictionaries.com/definition/english/weakness,слабое место,debilidad,Schwäche,slabost
wealth,https://www.oxfordlearnersdictionaries.com/definition/english/wealth,богатство,poder,Reichtum,bohatství
wealthy,https://www.oxfordlearnersdictionaries.com/definition/english/wealthy,богатый,adinerado,Reich,bohatý
weekly,https://www.oxfordlearnersdictionaries.com/definition/english/weekly_1,еженедельно,semanalmente,wöchentlich,týdně
weird,https://www.oxfordlearnersdictionaries.com/definition/english/weird_1,странный,extraño,seltsam,podivný
welfare,https://www.oxfordlearnersdictionaries.com/definition/english/welfare,благосостояние,bienestar,Wohlfahrt,blahobytu
wheat,https://www.oxfordlearnersdictionaries.com/definition/english/wheat,пшеница,trigo,Weizen,pšenice
whereas,https://www.oxfordlearnersdictionaries.com/definition/english/whereas,в то время как,mientras que,wohingegen,zatímco
wherever,https://www.oxfordlearnersdictionaries.com/definition/english/wherever_1,где бы,lo que sea,wo auch immer,kdekoli
whisper,https://www.oxfordlearnersdictionaries.com/definition/english/whisper_2,шепот,susurro,flüstern,šepot
whisper,https://www.oxfordlearnersdictionaries.com/definition/english/whisper_1,шепот,susurro,flüstern,šepot
whoever,https://www.oxfordlearnersdictionaries.com/definition/english/whoever,"тот, кто",quien,wer auch immer,kdokoli
whom,https://www.oxfordlearnersdictionaries.com/definition/english/whom,кому,quién,wem,koho
widely,https://www.oxfordlearnersdictionaries.com/definition/english/widely,широко,ampliamente,weit,široce
widespread,https://www.oxfordlearnersdictionaries.com/definition/english/widespread,широко распространенный,extendido,weit verbreitet,rozšířený
wildlife,https://www.oxfordlearnersdictionaries.com/definition/english/wildlife,дикая природа,fauna silvestre,Tierwelt,divoká zvěř
willing,https://www.oxfordlearnersdictionaries.com/definition/english/willing,готовый,dispuesto,bereit,ochotný
wind,https://www.oxfordlearnersdictionaries.com/definition/english/wind2_2,ветер,viento,Wind,vítr
wire,https://www.oxfordlearnersdictionaries.com/definition/english/wire_1,провод,cable,Kabel,drát
wisdom,https://www.oxfordlearnersdictionaries.com/definition/english/wisdom,мудрость,sabiduría,Weisheit,moudrost
wise,https://www.oxfordlearnersdictionaries.com/definition/english/wise_1,Мудрый,sabio,Weise,moudrý
withdraw,https://www.oxfordlearnersdictionaries.com/definition/english/withdraw,изымать,retirar,abheben,ustoupit
witness,https://www.oxfordlearnersdictionaries.com/definition/english/witness_1,свидетель,testigo,Zeuge,svědek
witness,https://www.oxfordlearnersdictionaries.com/definition/english/witness_2,свидетель,testigo,Zeuge,svědek
workforce,https://www.oxfordlearnersdictionaries.com/definition/english/workforce,рабочая сила,personal,Belegschaft,pracovní síla
